Catalogo;Curso;NivelCurso;NomeCurso;LimiteMaximoCreditos;LimiteMinimoCreditos;LimiteMinimoCreditosEquacao;NumCreditosParaUsarEquacao;CoeficienteAplicadoCR;CRMedioTurma;TotalAlunosTrrma;DesvioPadrao
2011;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7498;51;0,0715
2011;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;28;0;0;0;0,00;0,6757;48;0,1297
2011;47;G;Ciências Econômicas                                                                                                                                             ;24;0;0;0;0,00;0,6099;39;0,1355
2011;48;G;Arquitetura e Urbanismo                                                                                                                                         ;30;0;0;0;0,00;0,6858;31;0,2023
2011;49;G;Engenharia de Controle e Automação                                                                                                                              ;30;0;0;0;0,00;0,6065;57;0,1575
2011;50;G;Química Tecnológica                                                                                                                                             ;30;0;0;0;0,00;0,4508;45;0,1758
2011;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;0,3119;67;0,2055
2011;52;G;Ciências da Terra                                                                                                                                               ;32;0;0;0;0,00;0,1977;5;0,1853
2011;53;G;Geologia                                                                                                                                                        ;40;0;0;0;0,00;0,6401;33;0,1083
2011;54;G;Geografia                                                                                                                                                       ;32;0;0;0;0,00;0,6954;8;0,0973
2011;55;G;Geografia                                                                                                                                                       ;28;0;0;0;0,00;0,6720;33;0,0872
2011;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;24;0;0;0;0,00;0,4238;42;0,2053
2011;57;G;Licenciatura em Letras - Português                                                                                                                              ;38;0;0;0;0,00;0,7557;36;0,1541
2011;58;G;Fonoaudiologia                                                                                                                                                  ;37;0;0;0;0,00;0,7448;32;0,1869
2011;60;T;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas                                                                                           ;32;0;0;0;0,00;0,5218;45;0,2107
2011;63;G;Farmácia                                                                                                                                                        ;40;0;0;0;0,00;0,6662;41;0,1188
2011;64;G;Comunicação Social - Midialogia                                                                                                                                 ;32;0;0;0;0,00;0,8566;31;0,0557
2011;73;T;Curso Superior de Tecnologia em Controle Ambiental                                                                                                              ;32;0;0;0;0,00;0,5862;41;0,1753
2011;74;T;Curso Superior de Tecnologia em Sistemas de Telecomunicações                                                                                                    ;32;0;0;0;0,00;0,4906;57;0,1820
2011;75;G;Estudos Literários                                                                                                                                              ;30;0;0;0;0,00;0,7562;26;0,2098
2011;82;T;Curso Superior de Tecnologia da Construção Civil                                                                                                                ;30;2;0;0;0,00;0,3265;31;0,2483
2011;83;T;Curso Superior de Tecnologia em Construção de Edifícios                                                                                                         ;30;2;0;0;0,00;0,6168;56;0,1676
2011;84;T;Curso Superior de Tecnologia em Estradas                                                                                                                        ;30;2;0;0;0,00;0,6210;19;0,1804
2011;85;T;Curso Superior de Tecnologia Ambiental                                                                                                                          ;30;2;0;0;0,00;0,3151;21;0,2470
2011;86;T;Superior Tecnologia em Saneamento Ambiental                                                                                                                     ;30;2;0;0;0,00;0,6297;29;0,1512
2011;87;T;Curso Superior de Tecnologia em Controle Ambiental                                                                                                              ;30;2;0;0;0,00;0,5816;50;0,1284
2011;100;G;Ciências do Esporte                                                                                                                                             ;34;0;0;0;0,00;0,6099;63;0,1600
2011;101;G;Engenharia de Manufatura                                                                                                                                        ;32;0;0;0;0,00;0,5982;64;0,1399
2011;102;G;Engenharia de Produção                                                                                                                                          ;32;0;0;0;0,00;0,6999;65;0,1031
2011;103;G;Gestão do Agronegócio                                                                                                                                           ;40;0;0;0;0,00;0,5338;61;0,1649
2011;104;G;Gestão de Comércio Internacional                                                                                                                                ;40;0;0;0;0,00;0,6983;68;0,1141
2011;105;G;Gestão de Empresas                                                                                                                                              ;40;0;0;0;0,00;0,6919;66;0,0970
2011;106;G;Gestão de Políticas Públicas                                                                                                                                    ;40;0;0;0;0,00;0,5925;67;0,1722
2011;107;G;Nutrição                                                                                                                                                        ;34;0;0;0;0,00;0,7694;65;0,0809
2011;200;G;Programa de Formação Interdisciplinar Superior - ProFIS                                                                                                         ;30;0;0;0;0,00;0,5519;121;0,1903
2012;1;G;Matemática                                                                                                                                                      ;32;0;0;0;0,00;0,6852;18;0,1557
2012;2;G;Estatística                                                                                                                                                     ;38;0;25;38;25,00;0,3899;83;0,1894
2012;4;G;Física                                                                                                                                                          ;29;0;14;28;28,00;0,5658;71;0,1749
2012;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,5601;75;0,1412
2012;6;G;Ciências Biológicas                                                                                                                                             ;40;0;0;0;0,00;0,7649;52;0,0851
2012;7;G;Letras                                                                                                                                                          ;38;0;0;0;0,00;0,7535;33;0,1414
2012;8;G;Engenharia Agrícola                                                                                                                                             ;30;0;20;30;32,00;0,4638;81;0,1689
2012;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;0,6868;62;0,1368
2012;10;G;Engenharia Mecânica                                                                                                                                             ;32;0;0;0;0,00;0,6548;148;0,1288
2012;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;0,6913;73;0,1194
2012;12;G;Engenharia Civil                                                                                                                                                ;36;0;0;0;0,00;0,6973;85;0,1396
2012;13;G;Engenharia de Alimentos                                                                                                                                         ;34;0;0;0;0,00;0,5190;83;0,1594
2012;14;G;Odontologia                                                                                                                                                     ;41;0;0;0;0,00;0,7680;82;0,0758
2012;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7867;110;0,0938
2012;16;G;Ciências Sociais                                                                                                                                                ;32;0;0;0;0,00;0,7331;63;0,1649
2012;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5949;76;0,1534
2012;18;G;Linguística                                                                                                                                                     ;30;0;0;0;0,00;0,6895;23;0,2329
2012;19;G;História                                                                                                                                                        ;32;0;0;0;0,00;0,7125;48;0,2147
2012;20;G;Pedagogia                                                                                                                                                       ;40;0;0;0;0,00;0,7899;48;0,1322
2012;21;G;Enfermagem                                                                                                                                                      ;42;0;0;0;0,00;0,6930;40;0,0797
2012;22;G;Música                                                                                                                                                          ;34;0;0;0;0,00;0,7650;73;0,1296
2012;23;G;Dança                                                                                                                                                           ;40;0;0;0;0,00;0,8015;27;0,1185
2012;25;G;Artes Visuais                                                                                                                                                   ;38;0;0;0;0,00;0,8331;31;0,0682
2012;26;G;Artes Cênicas                                                                                                                                                   ;40;0;0;0;0,00;0,8348;27;0,1519
2012;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7492;51;0,1347
2012;28;G;Matemática Aplicada e Computacional                                                                                                                             ;28;0;0;0;0,00;0,4896;25;0,1975
2012;29;G;Licenciatura em Matemática                                                                                                                                      ;28;0;0;0;0,00;0,3730;73;0,2395
2012;30;G;Filosofia                                                                                                                                                       ;33;0;0;0;0,00;0,5896;36;0,2816
2012;34;G;Engenharia de Computação                                                                                                                                        ;30;0;0;0;0,00;0,6142;99;0,1819
2012;36;T;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas                                                                                           ;32;0;0;0;0,00;0,5783;50;0,1825
2012;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,7791;47;0,2079
2012;39;G;Engenharia Química                                                                                                                                              ;33;0;0;0;0,00;0,7175;43;0,1037
2012;40;G;Licenciatura em Física                                                                                                                                          ;26;0;13;26;26,00;0,4396;54;0,2146
2012;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;0,6584;33;0,1901
2012;42;G;Ciência da Computação                                                                                                                                           ;30;0;20;30;16,00;0,5302;59;0,1896
2012;43;G;Engenharia de Alimentos                                                                                                                                         ;37;0;0;0;0,00;0,5235;38;0,1844
2012;44;G;Ciências Sociais                                                                                                                                                ;32;0;0;0;0,00;0,6722;73;0,2060
2012;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7275;53;0,1539
2012;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;28;0;0;0;0,00;0,7113;46;0,1291
2012;47;G;Ciências Econômicas                                                                                                                                             ;24;0;0;0;0,00;0,6545;38;0,1566
2012;48;G;Arquitetura e Urbanismo                                                                                                                                         ;30;0;0;0;0,00;0,7629;31;0,0428
2012;49;G;Engenharia de Controle e Automação                                                                                                                              ;30;0;0;0;0,00;0,6306;52;0,1275
2012;50;G;Química Tecnológica                                                                                                                                             ;30;0;0;0;0,00;0,5221;40;0,1467
2012;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;0,2295;65;0,1850
2012;53;G;Geologia                                                                                                                                                        ;40;0;0;0;0,00;0,5371;23;0,1383
2012;54;G;Geografia                                                                                                                                                       ;36;0;0;0;0,00;0,6034;28;0,2147
2012;55;G;Geografia                                                                                                                                                       ;28;0;0;0;0,00;0,5976;33;0,1830
2012;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;24;0;0;0;0,00;0,4118;37;0,2036
2012;57;G;Licenciatura em Letras - Português                                                                                                                              ;38;0;0;0;0,00;0,6855;37;0,2426
2012;58;G;Fonoaudiologia                                                                                                                                                  ;37;0;0;0;0,00;0,7572;30;0,0705
2012;60;T;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas                                                                                           ;32;0;0;0;0,00;0,5781;47;0,1454
2012;63;G;Farmácia                                                                                                                                                        ;40;0;0;0;0,00;0,6374;40;0,1349
2012;64;G;Comunicação Social - Midialogia                                                                                                                                 ;32;0;0;0;0,00;0,8453;34;0,0605
2012;73;T;Curso Superior de Tecnologia em Controle Ambiental                                                                                                              ;32;0;0;0;0,00;0,5643;42;0,1813
2012;74;T;Curso Superior de Tecnologia em Sistemas de Telecomunicações                                                                                                    ;32;0;0;0;0,00;0,5125;40;0,1595
2012;75;G;Estudos Literários                                                                                                                                              ;30;0;0;0;0,00;0,8192;23;0,0776
2012;82;T;Curso Superior de Tecnologia da Construção Civil                                                                                                                ;30;2;0;0;0,00;0,4111;37;0,2262
2012;83;T;Curso Superior de Tecnologia em Construção de Edifícios                                                                                                         ;30;2;0;0;0,00;0,6045;44;0,1520
2012;84;T;Curso Superior de Tecnologia em Estradas                                                                                                                        ;30;2;0;0;0,00;0,6876;7;0,0601
2012;85;T;Curso Superior de Tecnologia Ambiental                                                                                                                          ;30;2;0;0;0,00;0,3350;33;0,2091
2012;86;T;Superior Tecnologia em Saneamento Ambiental                                                                                                                     ;30;2;0;0;0,00;0,6244;40;0,1300
2012;87;T;Curso Superior de Tecnologia em Controle Ambiental                                                                                                              ;30;2;0;0;0,00;0,5524;19;0,1626
2012;100;G;Ciências do Esporte                                                                                                                                             ;34;0;0;0;0,00;0,6444;62;0,1322
2012;101;G;Engenharia de Manufatura                                                                                                                                        ;32;0;0;0;0,00;0,5901;64;0,1438
2012;102;G;Engenharia de Produção                                                                                                                                          ;32;0;0;0;0,00;0,7255;66;0,0990
2012;103;G;Gestão do Agronegócio                                                                                                                                           ;40;0;0;0;0,00;0,5668;64;0,1601
2012;104;G;Gestão de Comércio Internacional                                                                                                                                ;40;0;0;0;0,00;0,6680;66;0,1678
2012;105;G;Gestão de Empresas                                                                                                                                              ;40;0;0;0;0,00;0,6723;68;0,1709
2012;106;G;Gestão de Políticas Públicas                                                                                                                                    ;40;0;0;0;0,00;0,6047;64;0,1618
2012;107;G;Nutrição                                                                                                                                                        ;38;0;0;0;0,00;0,7493;60;0,0829
2012;200;G;Programa de Formação Interdisciplinar Superior - ProFIS                                                                                                         ;30;0;0;0;0,00;0,5665;119;0,1901
2013;1;G;Matemática                                                                                                                                                      ;32;0;0;0;0,00;0,6154;11;0,2119
2013;2;G;Estatística                                                                                                                                                     ;38;0;25;38;25,00;0,3870;71;0,2161
2013;4;G;Física                                                                                                                                                          ;29;0;14;28;28,00;0,5611;11;0,1013
2013;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;0,5781;74;0,1314
2013;6;G;Ciências Biológicas                                                                                                                                             ;38;0;0;0;0,00;0,7202;49;0,1263
2013;7;G;Letras                                                                                                                                                          ;38;0;0;0;0,00;0,7956;33;0,1637
2013;8;G;Engenharia Agrícola                                                                                                                                             ;30;0;20;30;32,00;0,4487;74;0,1528
2013;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;0,7257;63;0,1193
2013;10;G;Engenharia Mecânica                                                                                                                                             ;32;0;0;0;0,00;0,7021;142;0,1143
2013;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;0,7344;76;0,1616
2013;12;G;Engenharia Civil                                                                                                                                                ;36;0;0;0;0,00;0,7160;86;0,1177
2013;13;G;Engenharia de Alimentos                                                                                                                                         ;34;0;0;0;0,00;0,5876;83;0,1271
2013;14;G;Odontologia                                                                                                                                                     ;41;0;0;0;0,00;0,7597;80;0,1244
2013;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;0,7907;117;0,0626
2013;16;G;Ciências Sociais                                                                                                                                                ;32;0;0;0;0,00;0,7139;59;0,2040
2013;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;0,5755;74;0,1425
2013;18;G;Linguística                                                                                                                                                     ;30;0;0;0;0,00;0,7592;21;0,2158
2013;19;G;História                                                                                                                                                        ;34;0;0;0;0,00;0,7907;42;0,1425
2013;20;G;Pedagogia                                                                                                                                                       ;40;0;0;0;0,00;0,8261;48;0,1338
2013;21;G;Enfermagem                                                                                                                                                      ;42;0;0;0;0,00;0,6712;43;0,1560
2013;22;G;Música                                                                                                                                                          ;34;0;0;0;0,00;0,7545;67;0,1716
2013;23;G;Dança                                                                                                                                                           ;40;0;0;0;0,00;0,7935;25;0,0995
2013;25;G;Artes Visuais                                                                                                                                                   ;38;0;0;0;0,00;0,8269;32;0,0571
2013;26;G;Artes Cênicas                                                                                                                                                   ;40;0;0;0;0,00;0,8181;26;0,1348
2013;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,7371;54;0,1647
2013;28;G;Matemática Aplicada e Computacional                                                                                                                             ;28;0;0;0;0,00;0,4125;1;0,0000
2013;29;G;Licenciatura em Matemática                                                                                                                                      ;28;0;0;0;0,00;0,3331;65;0,2758
2013;30;G;Filosofia                                                                                                                                                       ;33;0;0;0;0,00;0,6309;34;0,2201
2013;34;G;Engenharia de Computação                                                                                                                                        ;30;0;0;0;0,00;0,6636;97;0,1565
2013;36;T;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas                                                                                           ;32;0;0;0;0,00;0,5661;50;0,1878
2013;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;0,6268;51;0,2193
2013;39;G;Engenharia Química                                                                                                                                              ;33;0;0;0;0,00;0,7310;42;0,1171
2013;40;G;Licenciatura em Física                                                                                                                                          ;26;0;13;26;26,00;0,4786;43;0,1975
2013;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;0,6356;33;0,1622
2013;42;G;Ciência da Computação                                                                                                                                           ;30;0;20;30;16,00;0,6230;51;0,2021
2013;43;G;Engenharia de Alimentos                                                                                                                                         ;37;0;0;0;0,00;0,4433;38;0,1618
2013;44;G;Ciências Sociais                                                                                                                                                ;32;0;0;0;0,00;0,6113;59;0,2150
2013;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;0,6675;54;0,2300
2013;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;28;0;0;0;0,00;0,6636;48;0,1362
2013;47;G;Ciências Econômicas                                                                                                                                             ;24;0;0;0;0,00;0,6070;38;0,1329
2013;48;G;Arquitetura e Urbanismo                                                                                                                                         ;30;0;0;0;0,00;0,7669;34;0,0625
2013;49;G;Engenharia de Controle e Automação                                                                                                                              ;30;0;0;0;0,00;0,6889;53;0,1387
2013;50;G;Química Tecnológica                                                                                                                                             ;30;0;0;0;0,00;0,5750;41;0,1386
2013;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;0,5001;151;0,2298
2013;53;G;Geologia                                                                                                                                                        ;40;0;0;0;0,00;0,5663;23;0,1092
2013;54;G;Geografia                                                                                                                                                       ;36;0;0;0;0,00;0,5862;22;0,1385
2013;55;G;Geografia                                                                                                                                                       ;28;0;0;0;0,00;0,5918;30;0,1388
2013;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;24;0;0;0;0,00;0,5324;33;0,1531
2013;57;G;Licenciatura em Letras - Português                                                                                                                              ;38;0;0;0;0,00;0,6721;37;0,2652
2013;58;G;Fonoaudiologia                                                                                                                                                  ;37;0;0;0;0,00;0,7242;34;0,0915
2013;63;G;Farmácia                                                                                                                                                        ;40;0;0;0;0,00;0,6509;42;0,0906
2013;64;G;Comunicação Social - Midialogia                                                                                                                                 ;32;0;0;0;0,00;0,8189;32;0,1891
2013;73;T;Curso Superior de Tecnologia em Controle Ambiental                                                                                                              ;32;0;0;0;0,00;0,5742;22;0,2142
2013;75;G;Estudos Literários                                                                                                                                              ;30;0;0;0;0,00;0,7873;21;0,2249
2013;83;T;Curso Superior de Tecnologia em Construção de Edifícios                                                                                                         ;30;2;0;0;0,00;0,5559;54;0,1924
2013;87;T;Curso Superior de Tecnologia em Controle Ambiental                                                                                                              ;30;2;0;0;0,00;0,4433;36;0,1706
2013;88;G;Engenharia de Telecomunicações                                                                                                                                  ;32;12;0;0;0,00;0,5805;53;0,1587
2013;89;G;Engenharia Ambiental                                                                                                                                            ;26;0;0;0;0,00;0,6221;62;0,1674
2013;94;G;Sistemas de Informação                                                                                                                                          ;30;0;0;0;0,00;0,5538;45;0,1135
2013;100;G;Ciências do Esporte                                                                                                                                             ;34;0;0;0;0,00;0,5854;62;0,1808
2013;101;G;Engenharia de Manufatura                                                                                                                                        ;32;0;0;0;0,00;0,6112;62;0,1031
2013;102;G;Engenharia de Produção                                                                                                                                          ;32;0;0;0;0,00;0,6798;64;0,1000
2013;103;G;Gestão do Agronegócio                                                                                                                                           ;40;0;0;0;0,00;0,5902;64;0,1805
2013;104;G;Gestão de Comércio Internacional                                                                                                                                ;40;0;0;0;0,00;0,7442;62;0,0860
2013;105;G;Gestão de Empresas                                                                                                                                              ;40;0;0;0;0,00;0,7000;65;0,1632
2013;106;G;Gestão de Políticas Públicas                                                                                                                                    ;40;0;0;0;0,00;0,6333;63;0,1659
2013;107;G;Nutrição                                                                                                                                                        ;38;0;0;0;0,00;0,6834;63;0,1180
2013;108;G;Engenharia Física                                                                                                                                               ;30;0;0;0;0,00;0,0000;0;
2013;200;G;Programa de Formação Interdisciplinar Superior - ProFIS                                                                                                         ;30;0;0;0;0,00;0,5477;121;0,2254
2014;1;G;Matemática                                                                                                                                                      ;32;0;0;0;0,00;;;
2014;2;G;Estatística                                                                                                                                                     ;38;0;25;38;25,00;;;
2014;4;G;Física                                                                                                                                                          ;29;0;14;28;28,00;;;
2014;5;G;Química                                                                                                                                                         ;36;0;0;0;0,00;;1;
2014;6;G;Ciências Biológicas                                                                                                                                             ;38;0;0;0;0,00;;2;
2014;7;G;Letras                                                                                                                                                          ;38;0;0;0;0,00;;1;
2014;8;G;Engenharia Agrícola                                                                                                                                             ;30;0;20;30;32,00;;2;
2014;9;G;Engenharia Química                                                                                                                                              ;34;0;0;0;0,00;;2;
2014;10;G;Engenharia Mecânica                                                                                                                                             ;32;0;0;0;0,00;;1;
2014;11;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;;1;
2014;12;G;Engenharia Civil                                                                                                                                                ;36;0;0;0;0,00;;3;
2014;13;G;Engenharia de Alimentos                                                                                                                                         ;34;0;0;0;0,00;;3;
2014;14;G;Odontologia                                                                                                                                                     ;41;0;0;0;0,00;;1;
2014;15;G;Medicina                                                                                                                                                        ;99;0;0;0;0,00;;5;
2014;16;G;Ciências Sociais                                                                                                                                                ;32;0;0;0;0,00;;;
2014;17;G;Ciências Econômicas                                                                                                                                             ;28;0;0;0;0,00;;3;
2014;18;G;Linguística                                                                                                                                                     ;30;0;0;0;0,00;;;
2014;19;G;História                                                                                                                                                        ;34;0;0;0;0,00;;1;
2014;20;G;Pedagogia                                                                                                                                                       ;40;0;0;0;0,00;;;
2014;21;G;Enfermagem                                                                                                                                                      ;42;0;0;0;0,00;;2;
2014;22;G;Música                                                                                                                                                          ;34;0;0;0;0,00;;;
2014;23;G;Dança                                                                                                                                                           ;40;0;0;0;0,00;;;
2014;25;G;Artes Visuais                                                                                                                                                   ;38;0;0;0;0,00;;1;
2014;26;G;Artes Cênicas                                                                                                                                                   ;40;0;0;0;0,00;;;
2014;27;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;;;
2014;28;G;Matemática Aplicada e Computacional                                                                                                                             ;28;0;0;0;0,00;;;
2014;29;G;Licenciatura em Matemática                                                                                                                                      ;28;0;0;0;0,00;;;
2014;30;G;Filosofia                                                                                                                                                       ;33;0;0;0;0,00;;;
2014;34;G;Engenharia de Computação                                                                                                                                        ;30;0;0;0;0,00;;1;
2014;36;T;Curso Superior de Tecnologia em Análise e Desenvolvimento de Sistemas                                                                                           ;32;0;0;0;0,00;;;
2014;38;G;Pedagogia                                                                                                                                                       ;32;0;0;0;0,00;;1;
2014;39;G;Engenharia Química                                                                                                                                              ;33;0;0;0;0,00;;2;
2014;40;G;Licenciatura em Física                                                                                                                                          ;26;0;13;26;26,00;;;
2014;41;G;Engenharia Elétrica                                                                                                                                             ;32;0;16;30;28,00;;1;
2014;42;G;Ciência da Computação                                                                                                                                           ;30;0;20;30;16,00;;3;
2014;43;G;Engenharia de Alimentos                                                                                                                                         ;38;0;0;0;0,00;;3;
2014;44;G;Ciências Sociais                                                                                                                                                ;32;0;0;0;0,00;;1;
2014;45;G;Educação Física                                                                                                                                                 ;37;0;0;0;0,00;;1;
2014;46;G;Licenciatura em Ciências Biológicas                                                                                                                             ;28;0;0;0;0,00;;2;
2014;47;G;Ciências Econômicas                                                                                                                                             ;24;0;0;0;0,00;;3;
2014;48;G;Arquitetura e Urbanismo                                                                                                                                         ;32;0;0;0;0,00;;3;
2014;49;G;Engenharia de Controle e Automação                                                                                                                              ;30;0;0;0;0,00;;1;
2014;50;G;Química Tecnológica                                                                                                                                             ;30;0;0;0;0,00;;1;
2014;51;G;Matemática/Física/Matemática Aplicada e Computacional                                                                                                           ;26;0;0;0;0,00;;;
2014;53;G;Geologia                                                                                                                                                        ;40;0;0;0;0,00;;2;
2014;54;G;Geografia                                                                                                                                                       ;36;0;0;0;0,00;;1;
2014;55;G;Geografia                                                                                                                                                       ;28;0;0;0;0,00;;1;
2014;56;G;Licenciatura Integrada Química/Física                                                                                                                           ;24;0;0;0;0,00;0,6414;1;0,0000
2014;57;G;Licenciatura em Letras - Português                                                                                                                              ;38;0;0;0;0,00;;;
2014;58;G;Fonoaudiologia                                                                                                                                                  ;37;0;0;0;0,00;;2;
