Disciplina;NivelDisciplina;AnoInicioPreRequisito;AnoFimPreRequisito;PreRequisito
HZ364;G;2014;;HZ360/ AA200
HZ365;G;2004;2013;HZ363/ AA200
HZ365;G;2014;;HZ360/ AA200
HZ365;;1997;2003;
HZ366;G;2014;;HZ360/ AA200
HZ390;G;1980;1980;AA200
HZ390;G;1986;;AA200
HZ390;;1981;1985;
HZ431;G;2012;2013;HZ141  HZ158  HZ161
HZ431;G;2014;;HZ141  HZ158  HZ160
HZ440;G;2009;;HZ345/ AA200
HZ441;G;1980;1980;HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ241  HZ258  HZ361/ HZ241  HZ358  HZ261
HZ441;G;1981;1981;HZ241  HZ358  HZ261/ HZ258  HZ341  HZ361/ HZ241  HZ361  HZ258/ HZ261  HZ341  HZ358/ HZ241  HZ261  HZ258/ HZ241  HZ361  HZ358/ HZ258  HZ261  HZ341/ HZ341  HZ358  HZ361
HZ441;G;1982;1982;HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341/ HZ341  HZ358  HZ361/ HZ241  HZ261  HZ358/ HZ241  HZ361  HZ258/ HZ241  HZ261  HZ258/ HZ241  HZ361  HZ358
HZ441;G;1983;1983;HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ241  HZ258  HZ361/ HZ241  HZ358  HZ261/ HZ258  HZ261  HZ341/ HZ241  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ341  HZ358  HZ361
HZ441;G;1984;1984;HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ241  HZ361  HZ258/ HZ241  HZ261  HZ358
HZ441;G;1985;;HZ261  HZ341  HZ358/ HZ258  HZ261  HZ341/ HZ341  HZ358  HZ361/ HZ258  HZ341  HZ361/ HZ241  HZ261  HZ358/ HZ241  HZ261  HZ258/ HZ241  HZ361  HZ358/ HZ241  HZ361  HZ258
HZ442;G;1980;1980;HZ241
HZ442;G;1981;1982;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ442;G;1983;1983;HZ241/ HZ252/ HZ291/ HZ292/ HZ293/ HZ341/ HZ342
HZ442;G;1984;1984;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ442;G;1985;1986;HZ341/ HZ241/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ442;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ442;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ442;G;2004;2008;HZ341/ AA200
HZ442;G;2009;;AA200
HZ443;G;1980;;AA200
HZ444;G;1980;1980;HZ241
HZ444;G;1981;1982;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ444;G;1983;1983;HZ241/ HZ252/ HZ291/ HZ292/ HZ293/ HZ341/ HZ342
HZ444;G;1984;1986;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ444;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ444;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ444;G;2004;2008;HZ341/ AA200
HZ444;G;2009;;AA200
HZ445;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ445;G;1988;2003;HZ341/ HZ253/ HZ252/ HZ291/ HZ292/ HZ293
HZ445;G;2004;2008;HZ341/ AA200
HZ445;G;2009;;AA200
HZ446;G;1988;;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ447;G;2009;;HZ345/ AA200
HZ451;G;1980;1980;HZ241  HZ358  HZ261/ HZ341  HZ358  HZ362/ HZ258  HZ341  HZ362/ HZ241  HZ261  HZ258
HZ451;G;1981;1981;HZ241  HZ358  HZ261/ HZ341  HZ358  HZ361/ HZ258  HZ341  HZ361/ HZ241  HZ261  HZ258/ HZ241  HZ361  HZ258/ HZ258  HZ341  HZ358/ HZ241  HZ361  HZ358/ HZ258  HZ261  HZ341
HZ451;G;1982;1982;HZ241  HZ358  HZ261/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ241  HZ361  HZ358/ HZ241  HZ261  HZ258/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ258  HZ361
HZ451;G;1983;1983;HZ241  HZ358  HZ261/ HZ341  HZ358  HZ361/ HZ241  HZ258  HZ261/ HZ261  HZ341  HZ358/ HZ241  HZ258  HZ361/ HZ258  HZ341  HZ361/ HZ241  HZ358  HZ361/ HZ258  HZ261  HZ341
HZ451;G;1984;1984;HZ241  HZ358  HZ261/ HZ258  HZ341  HZ361/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ241  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ258  HZ261  HZ341/ HZ241  HZ258  HZ361
HZ451;G;1985;1986;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ241  HZ358  HZ361/ HZ341  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ258  HZ261  HZ341/ HZ241  HZ258  HZ361/ HZ258  HZ341  HZ361
HZ451;G;1987;;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ452;G;1980;1980;HZ358
HZ452;G;1981;1982;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ452;G;1983;1983;HZ358/ HZ252/ HZ291/ HZ292/ HZ293/ HZ258
HZ452;G;1984;1986;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ452;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ452;G;1988;1992;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ452;G;1993;2003;HZ158  HZ258  HZ358
HZ452;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ453;G;1980;;AA200
HZ454;G;1980;1980;HZ358
HZ454;G;1981;1982;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ454;G;1983;1983;HZ358/ HZ252/ HZ291/ HZ292/ HZ293/ HZ258
HZ454;G;1984;1984;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ454;G;1985;1986;HZ258/ HZ358/ HZ252/ HZ291/ HZ292/ HZ293
HZ454;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ454;G;1988;1992;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ454;G;1993;2003;HZ158  HZ258  HZ358
HZ454;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ455;G;1993;2003;HZ158  HZ258  HZ358
HZ455;G;2004;2005;HZ158  HZ258  HZ358/ AA200
HZ455;G;2006;;HZ358/ AA200
HZ456;G;1993;2003;HZ158  HZ258  HZ358
HZ456;G;2004;2005;HZ158  HZ258  HZ358/ AA200
HZ456;G;2006;;HZ358/ AA200
HZ460;G;1997;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293/ HZ363
HZ460;G;2004;2005;HZ161  HZ263  HZ363/ AA200
HZ460;G;2006;2013;HZ363/ AA200
HZ460;G;2014;;HZ360/ AA200
HZ461;G;1980;1980;HZ241  HZ261  HZ358/ HZ241  HZ358  HZ361/ HZ258  HZ261  HZ341/ HZ258  HZ341  HZ361
HZ461;G;1981;1981;HZ241  HZ358  HZ261/ HZ241  HZ358  HZ361/ HZ258  HZ261  HZ341/ HZ258  HZ341  HZ361/ HZ241  HZ361  HZ258/ HZ261  HZ341  HZ358/ HZ241  HZ261  HZ258/ HZ341  HZ358  HZ361
HZ461;G;1982;1982;HZ241  HZ358  HZ361/ HZ258  HZ341  HZ361/ HZ341  HZ358  HZ361/ HZ241  HZ258  HZ361/ HZ241  HZ358  HZ261/ HZ258  HZ261  HZ341/ HZ261  HZ341  HZ358/ HZ241  HZ261  HZ258
HZ461;G;1983;1983;HZ241  HZ358  HZ261/ HZ241  HZ358  HZ361/ HZ241  HZ258  HZ261/ HZ241  HZ258  HZ361/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341
HZ461;G;1984;1984;HZ241  HZ358  HZ361/ HZ241  HZ358  HZ261/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341
HZ461;G;1985;1986;HZ241  HZ358  HZ261/ HZ241  HZ358  HZ361/ HZ258  HZ261  HZ341/ HZ258  HZ341  HZ361/ HZ261  HZ341  HZ358/ HZ241  HZ261  HZ258/ HZ341  HZ358  HZ361/ HZ241  HZ258  HZ361
HZ461;G;1987;1987;HZ362/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ461;G;1988;;HZ362/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ462;G;1980;1980;HZ162/ HZ261
HZ462;G;1981;1982;HZ162/ HZ261/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ462;G;1983;1983;HZ162/ HZ252/ HZ261/ HZ291/ HZ292/ HZ293/ HZ361
HZ462;G;1984;1984;HZ162/ HZ261/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ462;G;1985;1986;HZ361/ HZ162/ HZ261/ HZ252/ HZ291/ HZ292/ HZ293
HZ462;G;1987;1987;HZ362/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ462;G;1988;;HZ362/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ463;G;1980;;AA200
HZ464;G;1980;1980;HZ162/ HZ261
HZ464;G;1981;1982;HZ162/ HZ261/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ464;G;1983;1983;HZ162/ HZ252/ HZ261/ HZ291/ HZ292/ HZ293/ HZ361
HZ464;G;1984;1984;HZ162/ HZ261/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ464;G;1985;1986;HZ361/ HZ261/ HZ162/ HZ252/ HZ291/ HZ292/ HZ293
HZ464;G;1987;1987;HZ362/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ464;G;1988;1996;HZ362/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ464;G;1997;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ464;G;2004;2013;HZ363/ AA200
HZ464;G;2014;;HZ360/ AA200
HZ465;G;1997;2003;HZ363/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ465;G;2004;2013;HZ363/ AA200
HZ465;G;2014;;HZ360/ AA200
HZ466;G;1997;2003;HZ363/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ466;G;2004;2013;HZ363/ AA200
HZ466;G;2014;;HZ360/ AA200
HZ467;G;1997;2003;HZ363/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ467;G;2004;2013;HZ363/ AA200
HZ467;G;2014;;HZ360/ AA200
HZ468;G;1997;2003;HZ363/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ468;G;2004;;HZ363/ AA200
HZ469;G;2014;;HZ360/ AA200
HZ540;G;2009;;HZ345/ AA200
HZ541;G;1980;1980;HZ241  HZ358  HZ261/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ361  HZ258
HZ541;G;1981;1981;HZ241  HZ358  HZ261/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ361  HZ258/ HZ241  HZ361  HZ358/ HZ261  HZ341  HZ358/ HZ241  HZ261  HZ258/ HZ258  HZ358  HZ361
HZ541;G;1982;1982;HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ341  HZ358  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ358  HZ261/ HZ241  HZ258  HZ361/ HZ241  HZ358  HZ361/ HZ241  HZ258  HZ261
HZ541;G;1983;1983;HZ241  HZ358  HZ261/ HZ241  HZ258  HZ261/ HZ241  HZ358  HZ361/ HZ241  HZ361  HZ258/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341
HZ541;G;1984;1984;HZ261  HZ341  HZ358/ HZ241  HZ358  HZ261/ HZ258  HZ341  HZ361/ HZ241  HZ258  HZ361
HZ541;G;1985;1986;HZ241  HZ358  HZ261/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ361  HZ258/ HZ241  HZ358  HZ258/ HZ241  HZ361  HZ261/ HZ261  HZ341  HZ361/ HZ258  HZ341  HZ358
HZ541;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ541;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ541;G;2004;;HZ341/ AA200
HZ542;G;1980;1980;HZ241
HZ542;G;1981;1982;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ542;G;1983;1983;HZ241/ HZ252/ HZ291/ HZ292/ HZ293/ HZ341/ HZ342
HZ542;G;1984;1984;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ542;G;1985;1986;HZ341/ HZ241/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ542;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ542;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ542;G;2004;2008;HZ341/ AA200
HZ542;G;2009;;AA200
HZ543;G;1980;;AA200
HZ544;G;1980;1980;HZ241
HZ544;G;1981;1982;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ544;G;1983;1983;HZ241/ HZ252/ HZ291/ HZ292/ HZ293/ HZ341/ HZ342
HZ544;G;1984;1986;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ544;G;1987;1987;HZ341/ HZ291/ HZ292/ HZ293/ HZ252/ HZ253
HZ544;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ544;G;2004;2008;HZ341/ AA200
HZ544;G;2009;;AA200
HZ545;G;1987;1987;HZ341/ HZ291/ HZ292/ HZ293/ HZ252
HZ545;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ545;G;2004;2008;HZ341/ AA200
HZ545;G;2009;;AA200
HZ546;G;2009;;AA200
HZ551;G;1980;1980;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ241  HZ258  HZ361/ HZ258  HZ341  HZ361
HZ551;G;1981;1981;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ241  HZ258  HZ361/ HZ258  HZ341  HZ361/ HZ241  HZ261  HZ258/ HZ241  HZ361  HZ358/ HZ258  HZ261  HZ341/ HZ341  HZ358  HZ361
HZ551;G;1982;1982;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ241  HZ258  HZ361/ HZ258  HZ341  HZ361/ HZ341  HZ358  HZ361/ HZ241  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ258  HZ261  HZ341
HZ551;G;1983;1983;HZ241  HZ358  HZ261/ HZ241  HZ258  HZ261/ HZ241  HZ258  HZ361/ HZ241  HZ358  HZ361/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341
HZ551;G;1984;1984;HZ241  HZ358  HZ261/ HZ241  HZ261  HZ258/ HZ341  HZ358  HZ361/ HZ258  HZ341  HZ361/ HZ261  HZ341  HZ358/ HZ241  HZ358  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ258  HZ361
HZ551;G;1985;1986;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ241  HZ258  HZ361/ HZ258  HZ341  HZ361/ HZ241  HZ358  HZ361/ HZ241  HZ258  HZ261/ HZ341  HZ358  HZ361/ HZ258  HZ261  HZ341
HZ551;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ551;G;1988;;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ552;G;1980;1980;HZ358
HZ552;G;1981;1982;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ552;G;1983;1983;HZ358/ HZ252/ HZ291/ HZ292/ HZ293/ HZ258
HZ552;G;1984;1984;HZ358/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ552;G;1985;1986;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ552;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ552;G;1988;;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ553;G;1980;;AA200
HZ554;G;1980;1980;HZ358
HZ554;G;1981;1982;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ554;G;1983;1983;HZ358/ HZ252/ HZ291/ HZ292/ HZ293/ HZ258
HZ554;G;1984;1984;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ554;G;1985;1986;HZ258/ HZ358/ HZ252/ HZ291/ HZ292/ HZ293
HZ554;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ554;G;1988;1992;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ554;G;1993;2003;HZ158  HZ258  HZ358
HZ554;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ555;G;1993;2003;HZ158  HZ258  HZ358
HZ555;G;2004;2005;HZ158  HZ258  HZ358/ AA200
HZ555;G;2006;;HZ358/ AA200
HZ556;G;1993;2003;HZ158  HZ258  HZ358
HZ556;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ557;G;1993;2003;HZ158  HZ258  HZ358
HZ557;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ561;G;1980;1980;HZ241  HZ261  HZ358/ HZ241  HZ258  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361
HZ561;G;1981;1981;HZ241  HZ358  HZ261/ HZ241  HZ258  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ241  HZ261  HZ258/ HZ241  HZ361  HZ358/ HZ258  HZ261  HZ341/ HZ341  HZ358  HZ361
HZ561;G;1982;1982;HZ241  HZ358  HZ261/ HZ241  HZ258  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ261  HZ361  HZ341/ HZ241  HZ261  HZ258/ HZ241  HZ358  HZ361/ HZ341  HZ358  HZ361
HZ561;G;1983;1983;HZ241  HZ358  HZ261/ HZ241  HZ358  HZ361/ HZ241  HZ258  HZ261/ HZ241  HZ258  HZ361/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341
HZ561;G;1984;1984;HZ241  HZ358  HZ261/ HZ241  HZ358  HZ361/ HZ258  HZ261  HZ341/ HZ258  HZ341  HZ361
HZ561;G;1985;1986;HZ241  HZ358  HZ261/ HZ241  HZ258  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ261  HZ258/ HZ341  HZ358  HZ361/ HZ241  HZ358  HZ361
HZ561;G;1987;;HZ362/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ562;G;1981;1986;HZ162/ HZ261/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ562;G;1987;1996;HZ362/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ562;G;1997;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ562;G;2004;2013;HZ363/ AA200
HZ562;G;2014;;HZ360/ AA200
HZ562;;1980;1980;
HZ563;G;1980;;AA200
HZ564;G;1980;1980;HZ162/ HZ261
HZ564;G;1981;1984;HZ162/ HZ261/ HZ361/ HZ252/ HZ291/ HZ292/ HZ293
HZ564;G;1985;1986;HZ361/ HZ261/ HZ162/ HZ252/ HZ291/ HZ292/ HZ293
HZ564;G;1987;1987;HZ362/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ564;G;1988;1996;HZ362/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ564;G;1997;2003;HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ564;G;2004;2013;HZ363/ AA200
HZ564;G;2014;;HZ360/ AA200
HZ565;G;1989;1991;HZ341/ HZ258/ HZ362
HZ565;G;1992;1996;HZ362
HZ565;G;2004;2013;HZ363/ AA200
HZ565;G;2014;;HZ360/ AA200
HZ565;;1997;2003;
HZ566;G;2004;;HZ363/ AA200
HZ567;G;2004;;HZ363/ AA200
HZ568;G;2004;;HZ363/ AA200
HZ569;G;2004;;HZ363/ AA200
HZ631;G;2012;;HZ431/ AA200
HZ640;G;2009;;HZ345/ AA200
HZ641;G;1980;1980;HZ341/ HZ252/ HZ291/ HZ292/ HZ293
HZ641;G;1981;1981;HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HH184  HZ252  HZ341/ HZ241  HZ358  HZ261/ HZ241  HZ258  HZ361/ HH184  HZ241  HZ252/ HH183  HZ358  HZ261/ HH183  HZ258  HZ361/ HH183  HZ252  HH184
HZ641;G;1982;1982;HZ341/ HZ252/ HZ241/ HH183/ HZ358/ HZ258/ HZ361/ HH184/ HZ261
HZ641;G;1983;1986;HZ241  HZ358  HZ261  HZ341  HZ258  HZ361
HZ641;G;1987;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ641;G;2004;;HZ341/ AA200
HZ642;G;1980;1980;HZ241
HZ642;G;1981;1981;HZ241/ HZ252/ HZ291/ HZ292/ HZ293/ HZ341/ HZ342
HZ642;G;1982;1986;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ642;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ642;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ642;G;2004;2008;HZ341/ AA200
HZ642;G;2009;;AA200
HZ643;G;1980;;AA200
HZ644;G;1980;1980;HZ241
HZ644;G;1981;1981;HZ241/ HZ252/ HZ291/ HZ292/ HZ293/ HZ341/ HZ342
HZ644;G;1982;1986;HZ241/ HZ341/ HZ342/ HZ252/ HZ291/ HZ292/ HZ293
HZ644;G;1987;1987;HZ341/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ644;G;1988;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ644;G;2004;2008;HZ341/ AA200
HZ644;G;2009;;AA200
HZ645;G;1988;;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ646;G;1993;2003;HZ341/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ646;G;2004;2008;HZ341/ AA200
HZ646;G;2009;;AA200
HZ651;G;1980;1980;HZ241  HZ261  HZ358/ HZ261  HZ341  HZ358/ HZ258  HZ361  HZ341/ HZ241  HZ258  HZ361
HZ651;G;1981;1981;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ241  HZ358  HZ361/ HZ341  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ258  HZ261  HZ341/ HZ241  HZ258  HZ361/ HZ258  HZ341  HZ361
HZ651;G;1982;1982;HZ241  HZ358  HZ261/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ241  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ258  HZ361
HZ651;G;1983;1983;HZ241  HZ358  HZ261/ HZ241  HZ258  HZ261/ HZ241  HZ258  HZ361/ HZ241  HZ358  HZ361/ HZ341  HZ358  HZ361/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ258  HZ261  HZ341
HZ651;G;1984;1984;HZ241  HZ358  HZ261/ HZ241  HZ261  HZ258/ HZ341  HZ358  HZ361/ HZ258  HZ341  HZ361/ HZ261  HZ341  HZ358/ HZ241  HZ358  HZ361/ HZ258  HZ261  HZ341/ HZ241  HZ258  HZ361
HZ651;G;1985;1985;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ241  HZ258  HZ361/ HZ241  HZ358  HZ361/ HZ341  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ258  HZ261  HZ341
HZ651;G;1986;1986;HZ241  HZ358  HZ261/ HZ261  HZ341  HZ358/ HZ258  HZ341  HZ361/ HZ241  HZ258  HZ361/ HZ341  HZ358  HZ361/ HZ241  HZ261  HZ258/ HZ258  HZ261  HZ341/ HZ241  HZ358  HZ361
HZ651;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ651;G;1988;1992;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ651;G;1993;2003;HZ158  HZ258  HZ358
HZ651;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ652;G;1980;1980;HZ358
HZ652;G;1981;1981;HZ358/ HZ252/ HZ291/ HZ292/ HZ293/ HZ258
HZ652;G;1982;1986;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ652;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ652;G;1988;1992;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ652;G;1993;2003;HZ158  HZ258  HZ358
HZ652;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ653;G;1980;;AA200
HZ654;G;1980;1980;HZ358
HZ654;G;1981;1981;HZ358/ HZ252/ HZ291/ HZ292/ HZ293/ HZ258
HZ654;G;1982;1984;HZ358/ HZ258/ HZ252/ HZ291/ HZ292/ HZ293
HZ654;G;1985;1986;HZ258/ HZ358/ HZ252/ HZ291/ HZ292/ HZ293
HZ654;G;1987;1987;HZ258/ HZ252/ HZ291/ HZ292/ HZ293/ HZ253
HZ654;G;1988;1992;HZ258/ HZ252/ HZ253/ HZ291/ HZ292/ HZ293
HZ654;G;1993;2003;HZ158  HZ258  HZ358
HZ654;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ655;G;1993;2003;HZ158  HZ258  HZ358
HZ655;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ656;G;1993;2003;HZ158  HZ258  HZ358
HZ656;G;2004;;HZ158  HZ258  HZ358/ AA200
HZ657;G;1993;2003;HZ158  HZ258  HZ358
HZ657;G;2004;2005;HZ158  HZ258  HZ358/ AA200
HZ657;G;2006;;HZ358/ AA200
HZ658;G;2004;;AA200/ HZ352
HZ659;G;2004;;AA200/ HZ352
HZ661;G;1980;1980;HZ241  HZ258  HZ261/ HZ241  HZ258  HZ561/ HZ261  HZ341  HZ358/ HZ341  HZ358  HZ561
HZ661;G;1981;1981;HZ241  HZ358  HZ261/ HZ241  HZ261  HZ258/ HZ258  HZ261  HZ341/ HZ261  HZ341  HZ358/ HZ241  HZ358  HZ561/ HZ241  HZ258  HZ561/ HZ258  HZ341  HZ561/ HZ341  HZ358  HZ561
HZ661;G;1982;1982;HZ241  HZ261  HZ258/ HZ241  HZ258  HZ561/ HZ261  HZ341  HZ358/ HZ341  HZ358  HZ561/ HZ241  HZ358  HZ261/ HZ258  HZ261  HZ341/ HZ241  HZ358  HZ561/ HZ258  HZ341  HZ561
