Catalogo;Curso;NivelCurso;Habilitacao;NomeHabilitacao;TotalCreditosCurso;TOTALHORASCURSO;LimiteMaximoIntegralizacao;LimiteMinimoIntegralizacao;TotalHorasPresencialCurso;TotalHorasDistanciaCurso
1997;40;G;AB;Licenciatura em Física                                                                                                                                          ;170;2550;16;6;0;0
1997;41;G;  ;                                                                                                                                                                ;261;3915;20;8;0;0
1997;42;G;  ;                                                                                                                                                                ;169;2535;16;8;0;0
1997;43;G;  ;                                                                                                                                                                ;257;3855;20;8;0;0
1997;44;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;164;2460;14;8;0;0
1997;44;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;8;0;0
1997;44;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;8;0;0
1997;44;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;8;0;0
1997;44;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;172;2580;16;8;0;0
1997;44;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;156;2340;16;8;0;0
1997;44;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;168;2520;16;8;0;0
1997;44;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;8;0;0
1997;45;G;AA;Treinamento em Esportes                                                                                                                                         ;195;2925;14;8;0;0
1997;46;G;  ;                                                                                                                                                                ;176;2640;14;10;0;0
1997;51;G;  ;                                                                                                                                                                ;62;930;0;0;0;0
1998;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;154;2310;14;6;0;0
1998;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;148;2220;14;6;0;0
1998;2;G;  ;                                                                                                                                                                ;182;2730;16;6;0;0
1998;4;G;AA;Bacharelado em Física                                                                                                                                           ;172;2580;12;6;0;0
1998;4;G;AB;Licenciatura em Física                                                                                                                                          ;170;2550;12;6;0;0
1998;4;G;AD;Bacharelado em Física Aplicada                                                                                                                                  ;180;2700;14;6;0;0
1998;5;G;AA;Bacharelado em Química                                                                                                                                          ;192;2880;16;6;0;0
1998;5;G;AB;Licenciatura em Química                                                                                                                                         ;172;2580;14;6;0;0
1998;5;G;AD;Bacharelado em Química Tecnológica                                                                                                                              ;204;3060;16;6;0;0
1998;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;206;3090;18;6;0;0
1998;6;G;AH;Bacharelado em Ciências Biológicas - Opção A                                                                                                                    ;206;3090;18;6;0;0
1998;6;G;AI;Bacharelado em Ciências Biológicas - Opção B                                                                                                                    ;206;3090;18;6;0;0
1998;6;G;AJ;Licenciatura em Ciências Biológicas - Opção A                                                                                                                   ;234;3510;18;6;0;0
1998;6;G;AK;Licenciatura em Ciências Biológicas - Opção B                                                                                                                   ;234;3510;18;6;0;0
1998;7;G;AA;Bacharelado em Letras - Português                                                                                                                               ;148;2220;14;6;0;0
1998;7;G;AD;Licenciatura em Letras - Português                                                                                                                              ;162;2430;16;6;0;0
1998;8;G;  ;                                                                                                                                                                ;248;3720;20;8;0;0
1998;9;G;  ;                                                                                                                                                                ;247;3705;20;8;0;0
1998;10;G;  ;                                                                                                                                                                ;239;3585;18;8;0;0
1998;11;G;  ;                                                                                                                                                                ;261;3915;20;8;0;0
1998;12;G;  ;                                                                                                                                                                ;280;4200;22;8;0;0
1998;13;G;  ;                                                                                                                                                                ;252;3780;20;8;0;0
1998;14;G;  ;                                                                                                                                                                ;289;4335;22;8;0;0
1998;15;G;  ;                                                                                                                                                                ;640;9606;34;14;0;0
1998;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;6;0;0
1998;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;6;0;0
1998;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;6;0;0
1998;16;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;6;0;0
1998;16;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;172;2580;16;6;0;0
1998;16;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;156;2340;16;6;0;0
1998;16;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;168;2520;16;6;0;0
1998;16;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;6;0;0
1998;17;G;  ;                                                                                                                                                                ;210;3150;14;8;0;0
1998;18;G;  ;                                                                                                                                                                ;148;2220;14;6;0;0
1998;19;G;AA;Bacharelado em História                                                                                                                                         ;152;2280;14;6;0;0
1998;19;G;AB;Licenciatura em História                                                                                                                                        ;168;2520;16;6;0;0
1998;20;G;  ;                                                                                                                                                                ;190;2850;18;8;0;0
1998;21;G;AA;Bacharelado em Enfermagem                                                                                                                                       ;242;3630;12;8;0;0
1998;21;G;AB;Licenciatura em Enfermagem                                                                                                                                      ;277;4155;14;8;0;0
1998;22;G;AA;Composição                                                                                                                                                      ;216;3240;18;12;0;0
1998;22;G;AB;Regência                                                                                                                                                        ;216;3240;16;12;0;0
1998;22;G;AD;Instrumento - Trompete                                                                                                                                          ;130;1950;14;6;0;0
1998;22;G;AE;Instrumento - Trombone                                                                                                                                          ;130;1950;14;6;0;0
1998;22;G;AF;Instrumento - Tuba                                                                                                                                              ;130;1950;14;6;0;0
1998;22;G;AG;Instrumento - Flauta                                                                                                                                            ;130;1950;14;6;0;0
1998;22;G;AH;Instrumento - Oboé                                                                                                                                              ;130;1950;14;6;0;0
1998;22;G;AI;Instrumento - Clarineta                                                                                                                                         ;130;1950;14;6;0;0
1998;22;G;AJ;Instrumento - Fagote                                                                                                                                            ;130;1950;14;6;0;0
1998;22;G;AK;Instrumento - Trompa                                                                                                                                            ;130;1950;14;6;0;0
1998;22;G;AL;Instrumento - Violino                                                                                                                                           ;130;1950;14;6;0;0
1998;22;G;AM;Instrumento - Contrabaixo                                                                                                                                       ;130;1950;14;6;0;0
1998;22;G;AN;Instrumento - Piano                                                                                                                                             ;126;1890;14;6;0;0
1998;22;G;AO;Instrumento - Cravo                                                                                                                                             ;126;1890;14;6;0;0
1998;22;G;AP;Instrumento - Viola                                                                                                                                             ;130;1950;14;6;0;0
1998;22;G;AQ;Instrumento - Violoncelo                                                                                                                                        ;130;1950;14;6;0;0
1998;22;G;AS;Música Popular                                                                                                                                                  ;146;2190;14;8;0;0
1998;22;G;AT;Instrumento - Voz                                                                                                                                               ;146;2190;14;6;0;0
1998;22;G;AU;Instrumento - Percussão                                                                                                                                         ;130;1950;14;6;0;0
1998;23;G;AA;Bacharelado em Dança                                                                                                                                            ;183;2745;14;6;0;0
1998;23;G;AB;Licenciatura em Dança                                                                                                                                           ;207;3105;14;6;0;0
1998;25;G;AA;Bacharelado em Educação Artística - Artes Plásticas                                                                                                             ;170;2550;18;6;0;0
1998;25;G;AB;Licenciatura em Educação Artística - Artes Plásticas                                                                                                            ;174;2610;16;6;0;0
1998;26;G;  ;                                                                                                                                                                ;160;2400;14;6;0;0
1998;27;G;AB;Licenciatura em Educação Física                                                                                                                                 ;204;3060;14;8;0;0
1998;27;G;AD;Bacharelado em Educação Física - Treinamento em Esportes                                                                                                        ;199;2985;14;8;0;0
1998;27;G;AE;Bacharelado em Educação Física - Recreação e Lazer                                                                                                              ;198;2970;14;8;0;0
1998;28;G;AA;Análise Aplicada                                                                                                                                                ;168;2520;16;6;0;0
1998;28;G;AB;Produção                                                                                                                                                        ;172;2580;16;6;0;0
1998;29;G;  ;                                                                                                                                                                ;154;2310;16;8;0;0
1998;30;G;AA;Bacharelado em Filosofia                                                                                                                                        ;148;2220;14;6;0;0
1998;30;G;AB;Licenciatura em Filosofia                                                                                                                                       ;176;2640;16;6;0;0
1998;31;T;AA;Saneamento Básico                                                                                                                                               ;145;2175;14;8;0;0
1998;31;T;AB;Controle Ambiental                                                                                                                                              ;145;2175;14;8;0;0
1998;34;G;AA;Sistemas de Computação                                                                                                                                          ;245;3675;20;8;0;0
1998;34;G;AB;Sistemas e Processos Industriais                                                                                                                                ;259;3885;20;8;0;0
1998;34;G;AX;Para Matrícula Antes da Opção                                                                                                                                   ;261;3915;20;8;0;0
1998;36;T;  ;                                                                                                                                                                ;145;2175;14;8;0;0
1998;37;T;AA;Edifícios                                                                                                                                                       ;144;2160;14;8;0;0
1998;37;T;AB;Obras de Solos                                                                                                                                                  ;144;2160;14;8;0;0
1998;38;G;  ;                                                                                                                                                                ;190;2850;16;8;0;0
1998;39;G;  ;                                                                                                                                                                ;247;3705;20;10;0;0
1998;40;G;AA;Bacharelado em Física                                                                                                                                           ;166;2490;16;6;0;0
1998;40;G;AB;Licenciatura em Física                                                                                                                                          ;170;2550;16;6;0;0
1998;41;G;  ;                                                                                                                                                                ;261;3915;20;8;0;0
1998;42;G;  ;                                                                                                                                                                ;167;2505;16;8;0;0
1998;43;G;  ;                                                                                                                                                                ;257;3855;20;8;0;0
1998;44;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;8;0;0
1998;44;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;8;0;0
1998;44;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;8;0;0
1998;44;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;8;0;0
1998;44;G;AE;Licenciatura em Ciências Sociais - Antropologia                                                                                                                 ;172;2580;16;8;0;0
1998;44;G;AF;Licenciatura em Ciências Sociais - Política                                                                                                                     ;156;2340;16;8;0;0
1998;44;G;AG;Licenciatura em Ciências Sociais - Sociologia                                                                                                                   ;168;2520;16;8;0;0
1998;44;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;8;0;0
1998;45;G;AA;Treinamento em Esportes                                                                                                                                         ;195;2925;14;8;0;0
1998;46;G;  ;                                                                                                                                                                ;180;2700;14;10;0;0
1998;47;G;  ;                                                                                                                                                                ;210;3150;18;10;0;0
1998;49;G;  ;                                                                                                                                                                ;242;3630;18;12;0;0
1998;50;G;  ;                                                                                                                                                                ;202;3030;20;10;0;0
1998;51;G;  ;                                                                                                                                                                ;62;930;0;0;0;0
1998;52;G;  ;                                                                                                                                                                ;70;1050;0;0;0;0
1998;53;G;  ;                                                                                                                                                                ;258;3870;14;8;0;0
1998;54;G;  ;                                                                                                                                                                ;183;2745;20;8;0;0
1998;55;G;AA;Bacharelado em Geografia                                                                                                                                        ;183;2745;20;10;0;0
1998;55;G;AB;Licenciatura em Geografia                                                                                                                                       ;183;2745;20;10;0;0
1999;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;154;2310;14;6;0;0
1999;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;148;2220;14;6;0;0
1999;2;G;  ;                                                                                                                                                                ;182;2730;16;6;0;0
1999;4;G;AA;Bacharelado em Física                                                                                                                                           ;170;2550;12;6;0;0
1999;4;G;AB;Licenciatura em Física                                                                                                                                          ;170;2550;12;6;0;0
1999;4;G;AD;Bacharelado em Física Aplicada                                                                                                                                  ;180;2700;14;6;0;0
1999;5;G;AA;Bacharelado em Química                                                                                                                                          ;192;2880;16;6;0;0
1999;5;G;AB;Licenciatura em Química                                                                                                                                         ;172;2580;14;6;0;0
1999;5;G;AD;Bacharelado em Química Tecnológica                                                                                                                              ;204;3060;16;6;0;0
1999;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;206;3090;18;6;0;0
1999;6;G;AH;Bacharelado em Ciências Biológicas - Opção A                                                                                                                    ;206;3090;18;6;0;0
1999;6;G;AI;Bacharelado em Ciências Biológicas - Opção B                                                                                                                    ;206;3090;18;6;0;0
1999;6;G;AJ;Licenciatura em Ciências Biológicas - Opção A                                                                                                                   ;234;3510;18;6;0;0
1999;6;G;AK;Licenciatura em Ciências Biológicas - Opção B                                                                                                                   ;234;3510;18;6;0;0
1999;7;G;AA;Bacharelado em Letras - Português                                                                                                                               ;148;2220;14;6;0;0
1999;7;G;AD;Licenciatura em Letras - Português                                                                                                                              ;176;2640;16;6;0;0
1999;8;G;  ;                                                                                                                                                                ;246;3690;20;8;0;0
1999;9;G;  ;                                                                                                                                                                ;243;3645;20;8;0;0
1999;10;G;  ;                                                                                                                                                                ;239;3585;18;8;0;0
1999;11;G;  ;                                                                                                                                                                ;261;3915;20;8;0;0
1999;12;G;  ;                                                                                                                                                                ;277;4155;22;8;0;0
1999;13;G;  ;                                                                                                                                                                ;252;3780;20;8;0;0
1999;14;G;  ;                                                                                                                                                                ;289;4335;22;8;0;0
1999;15;G;  ;                                                                                                                                                                ;640;9606;34;14;0;0
1999;16;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;6;0;0
1999;16;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;6;0;0
1999;16;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;6;0;0
1999;16;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;6;0;0
1999;16;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;6;0;0
1999;17;G;  ;                                                                                                                                                                ;210;3150;14;8;0;0
1999;18;G;  ;                                                                                                                                                                ;168;2520;14;6;0;0
1999;19;G;AA;Bacharelado em História                                                                                                                                         ;152;2280;14;6;0;0
1999;19;G;AB;Licenciatura em História                                                                                                                                        ;168;2520;16;6;0;0
1999;20;G;  ;                                                                                                                                                                ;190;2850;18;8;0;0
1999;21;G;AA;Bacharelado em Enfermagem                                                                                                                                       ;242;3630;12;8;0;0
1999;21;G;AB;Licenciatura em Enfermagem                                                                                                                                      ;277;4155;14;8;0;0
1999;22;G;AA;Composição                                                                                                                                                      ;220;3300;18;12;0;0
1999;22;G;AB;Regência                                                                                                                                                        ;220;3300;16;12;0;0
1999;22;G;AD;Instrumento - Trompete                                                                                                                                          ;138;2070;14;6;0;0
1999;22;G;AE;Instrumento - Trombone                                                                                                                                          ;138;2070;14;6;0;0
1999;22;G;AF;Instrumento - Tuba                                                                                                                                              ;138;2070;14;6;0;0
1999;22;G;AG;Instrumento - Flauta                                                                                                                                            ;138;2070;14;6;0;0
1999;22;G;AH;Instrumento - Oboé                                                                                                                                              ;138;2070;14;6;0;0
1999;22;G;AI;Instrumento - Clarineta                                                                                                                                         ;138;2070;14;6;0;0
1999;22;G;AJ;Instrumento - Fagote                                                                                                                                            ;138;2070;14;6;0;0
1999;22;G;AK;Instrumento - Trompa                                                                                                                                            ;138;2070;14;6;0;0
1999;22;G;AL;Instrumento - Violino                                                                                                                                           ;138;2070;14;6;0;0
1999;22;G;AM;Instrumento - Contrabaixo                                                                                                                                       ;138;2070;14;6;0;0
1999;22;G;AN;Instrumento - Piano                                                                                                                                             ;138;2070;14;6;0;0
1999;22;G;AO;Instrumento - Cravo                                                                                                                                             ;138;2070;14;6;0;0
1999;22;G;AP;Instrumento - Viola                                                                                                                                             ;138;2070;14;6;0;0
1999;22;G;AQ;Instrumento - Violoncelo                                                                                                                                        ;138;2070;14;6;0;0
1999;22;G;AS;Música Popular                                                                                                                                                  ;146;2190;14;8;0;0
1999;22;G;AT;Instrumento - Voz                                                                                                                                               ;146;2190;14;6;0;0
1999;22;G;AU;Instrumento - Percussão                                                                                                                                         ;138;2070;14;6;0;0
1999;23;G;AA;Bacharelado em Dança                                                                                                                                            ;183;2745;14;6;0;0
1999;23;G;AB;Licenciatura em Dança                                                                                                                                           ;207;3105;14;6;0;0
1999;25;G;AA;Bacharelado em Educação Artística - Artes Plásticas                                                                                                             ;170;2550;18;6;0;0
1999;25;G;AB;Licenciatura em Educação Artística - Artes Plásticas                                                                                                            ;174;2610;16;6;0;0
1999;26;G;  ;                                                                                                                                                                ;160;2400;14;6;0;0
1999;27;G;AB;Licenciatura em Educação Física                                                                                                                                 ;204;3060;14;8;0;0
1999;27;G;AD;Bacharelado em Educação Física - Treinamento em Esportes                                                                                                        ;199;2985;14;8;0;0
1999;27;G;AE;Bacharelado em Educação Física - Recreação e Lazer                                                                                                              ;198;2970;14;8;0;0
1999;28;G;AA;Análise Aplicada                                                                                                                                                ;168;2520;16;6;0;0
1999;28;G;AB;Produção                                                                                                                                                        ;172;2580;16;6;0;0
1999;29;G;  ;                                                                                                                                                                ;154;2310;16;8;0;0
1999;30;G;AA;Bacharelado em Filosofia                                                                                                                                        ;148;2220;14;6;0;0
1999;30;G;AB;Licenciatura em Filosofia                                                                                                                                       ;176;2640;16;6;0;0
1999;31;T;AA;Saneamento Básico                                                                                                                                               ;145;2175;14;8;0;0
1999;31;T;AB;Controle Ambiental                                                                                                                                              ;145;2175;14;8;0;0
1999;34;G;AA;Sistemas de Computação                                                                                                                                          ;245;3675;20;8;0;0
1999;34;G;AB;Sistemas e Processos Industriais                                                                                                                                ;243;3645;20;8;0;0
1999;34;G;AX;Para Matrícula Antes da Opção                                                                                                                                   ;245;3675;20;8;0;0
1999;36;T;  ;                                                                                                                                                                ;145;2175;14;8;0;0
1999;37;T;AA;Edifícios                                                                                                                                                       ;144;2160;14;8;0;0
1999;37;T;AB;Obras de Solos                                                                                                                                                  ;144;2160;14;8;0;0
1999;38;G;  ;                                                                                                                                                                ;190;2850;16;8;0;0
1999;39;G;  ;                                                                                                                                                                ;243;3645;20;10;0;0
1999;40;G;AA;Bacharelado em Física                                                                                                                                           ;164;2460;16;6;0;0
1999;41;G;  ;                                                                                                                                                                ;261;3915;20;8;0;0
1999;42;G;  ;                                                                                                                                                                ;168;2520;16;8;0;0
1999;43;G;  ;                                                                                                                                                                ;257;3855;20;8;0;0
1999;44;G;AA;Bacharelado em Ciências Sociais - Antropologia                                                                                                                  ;148;2220;14;8;0;0
1999;44;G;AB;Bacharelado em Ciências Sociais - Política                                                                                                                      ;148;2220;14;8;0;0
1999;44;G;AC;Bacharelado em Ciências Sociais - Sociologia                                                                                                                    ;148;2220;14;8;0;0
1999;44;G;AD;Bacharelado em Ciências Sociais - Geral                                                                                                                         ;148;2220;14;8;0;0
1999;44;G;AH;Licenciatura em Ciências Sociais - Geral                                                                                                                        ;156;2340;16;8;0;0
1999;45;G;AA;Treinamento em Esportes                                                                                                                                         ;195;2925;14;8;0;0
1999;46;G;  ;                                                                                                                                                                ;182;2730;14;10;0;0
1999;47;G;  ;                                                                                                                                                                ;210;3150;18;10;0;0
1999;48;G;  ;                                                                                                                                                                ;246;3690;18;12;0;0
1999;49;G;  ;                                                                                                                                                                ;242;3630;18;12;0;0
1999;50;G;  ;                                                                                                                                                                ;200;3000;20;10;0;0
1999;51;G;  ;                                                                                                                                                                ;62;930;0;0;0;0
1999;52;G;  ;                                                                                                                                                                ;70;1050;0;0;0;0
1999;53;G;  ;                                                                                                                                                                ;258;3870;14;8;0;0
1999;54;G;  ;                                                                                                                                                                ;183;2745;20;8;0;0
1999;55;G;AA;Bacharelado em Geografia                                                                                                                                        ;183;2745;20;10;0;0
1999;55;G;AB;Licenciatura em Geografia                                                                                                                                       ;183;2745;20;10;0;0
1999;56;G;AA;Licenciatura em Química                                                                                                                                         ;134;2010;16;8;0;0
1999;56;G;AB;Licenciatura em Física                                                                                                                                          ;132;1980;16;8;0;0
1999;56;G;AX;Para Matrícula Antes da Opção                                                                                                                                   ;130;1950;0;0;0;0
1999;57;G;  ;                                                                                                                                                                ;168;2520;16;10;0;0
2000;1;G;AA;Bacharelado em Matemática                                                                                                                                       ;154;2310;12;8;0;0
2000;1;G;AB;Licenciatura em Matemática                                                                                                                                      ;148;2220;12;8;0;0
2000;2;G;  ;                                                                                                                                                                ;182;2730;12;8;0;0
2000;4;G;AA;Bacharelado em Física                                                                                                                                           ;170;2550;12;8;0;0
2000;4;G;AB;Licenciatura em Física                                                                                                                                          ;170;2550;12;8;0;0
2000;4;G;AD;Bacharelado em Física Aplicada                                                                                                                                  ;180;2700;12;8;0;0
2000;5;G;AA;Bacharelado em Química                                                                                                                                          ;192;2880;12;8;0;0
2000;5;G;AB;Licenciatura em Química                                                                                                                                         ;172;2580;12;8;0;0
2000;5;G;AD;Bacharelado em Química Tecnológica                                                                                                                              ;204;3060;12;8;0;0
2000;6;G;AA;Bacharelado em Ciências Biológicas - Modalidade Médica                                                                                                          ;222;3330;12;6;0;0
2000;6;G;AH;Bacharelado em Ciências Biológicas - Opção A                                                                                                                    ;210;3150;12;6;0;0
